symbol,exchange,yahoo_ticker,company_name,aliases,sector,isin,scrip_code,source
SHRDAIS,BSE,513548.BO,Sharda Ispat,SHRDAIS|Sharda Ispat|Sharda Ispat Limited,,INE385M01012,513548,IIFL_SCRIPMASTER
SHARDAMOTR,BSE,535602.BO,Sharda Motor Industries,SHARDAMOTR|Sharda Motor Industries|Sharda Motor Industries Limited,,INE597I01028,535602,IIFL_SCRIPMASTER
SHARDUL,BSE,512393.BO,Shardul Securities,SHARDUL|Shardul Securities|Shardul Securities Limited,,INE037B01020,512393,IIFL_SCRIPMASTER
SHAREINDIA,BSE,540725.BO,Share India Securities,SHAREINDIA|Share India Securities|Share India Securities Limited,,INE932X01026,540725,IIFL_SCRIPMASTER
SSL,BSE,544251.BO,Share Samadhan,SSL|Share Samadhan|Share Samadhan Limited,,INE0LY301010,544251,IIFL_SCRIPMASTER
SHARIKA,BSE,540786.BO,Sharika Enterprises,SHARIKA|Sharika Enterprises|Sharika Enterprises Limited,,INE669Y01022,540786,IIFL_SCRIPMASTER
SHARMEH,BSE,524548.BO,Sharma East India Hospitals &,SHARMEH|Sharma East India Hospitals &,,INE465H01012,524548,IIFL_SCRIPMASTER
SCML,BSE,210698.BO,Sharp Chucks N Machines L,SCML|Sharp Chucks N Machines L,,INE460Q01014,210698,IIFL_SCRIPMASTER
SHARPINV,BSE,538212.BO,Sharp Investments,SHARPINV|Sharp Investments|Sharp Investments Limited,,INE909D01026,538212,IIFL_SCRIPMASTER
SHARPLINE,BSE,543341.BO,Sharpline Broadcast,SHARPLINE|Sharpline Broadcast|Sharpline Broadcast Limited,,INE647W01014,543341,IIFL_SCRIPMASTER
SHARVAYA,BSE,544506.BO,Sharvaya Metals,SHARVAYA|Sharvaya Metals|Sharvaya Metals Limited,,INE0UJF01018,544506,IIFL_SCRIPMASTER
SHASHIJIT,BSE,540147.BO,Shashijit Infraprojects Limite,SHASHIJIT|Shashijit Infraprojects Limite,,INE700V01021,540147,IIFL_SCRIPMASTER
SFSL,BSE,543519.BO,Shashwat Furnishing Solutions,SFSL|Shashwat Furnishing Solutions,,INE0JMN01019,543519,IIFL_SCRIPMASTER
SHASUNPHAR,BSE,524552.BO,Shasun Pharmaceuticals,SHASUNPHAR|Shasun Pharmaceuticals|Shasun Pharmaceuticals Limited,,INE317A01028,524552,IIFL_SCRIPMASTER
SHAYONAENG,BSE,544686.BO,Shayona Engineering,SHAYONAENG|Shayona Engineering|Shayona Engineering Limited,,INE0UCL01011,544686,IIFL_SCRIPMASTER
SHEEL,BSE,215184.BO,Sheel Biotech,SHEEL|Sheel Biotech|Sheel Biotech Limited,,INE0YJV01017,215184,IIFL_SCRIPMASTER
SFL,BSE,540203.BO,Sheela Foam,SFL|Sheela Foam|Sheela Foam Limited,,INE916U01025,540203,IIFL_SCRIPMASTER
SHEETAL,BSE,210875.BO,Sheetal Universal,SHEETAL|Sheetal Universal|Sheetal Universal Limited,,INE04VX01019,210875,IIFL_SCRIPMASTER
SIPL,BSE,526839.BO,Shelter Infra Projects,SIPL|Shelter Infra Projects|Shelter Infra Projects Limited,,INE413C01013,526839,IIFL_SCRIPMASTER
SHELTER,BSE,543963.BO,Shelter Pharma,SHELTER|Shelter Pharma|Shelter Pharma Limited,,INE013V01011,543963,IIFL_SCRIPMASTER
SHEMAROO,BSE,538685.BO,Shemaroo Entertainment,SHEMAROO|Shemaroo Entertainment|Shemaroo Entertainment Limited,,INE363M01019,538685,IIFL_SCRIPMASTER
SHERA,BSE,209484.BO,Shera Energy,SHERA|Shera Energy|Shera Energy Limited,,INE0MM001019,209484,IIFL_SCRIPMASTER
SHERVANI,BSE,526117.BO,Shervani Industrial Syndicate,SHERVANI|Shervani Industrial Syndicate,,INE011D01013,526117,IIFL_SCRIPMASTER
SHESHAINDS,BSE,539111.BO,Sheshadri Industries,SHESHAINDS|Sheshadri Industries|Sheshadri Industries Limited,,INE193R01019,539111,IIFL_SCRIPMASTER
SHETR,BSE,526137.BO,Shetron,SHETR|Shetron|Shetron Limited,,INE278C01010,526137,IIFL_SCRIPMASTER
SHIGAN,BSE,208611.BO,Shigan Quantum Tech,SHIGAN|Shigan Quantum Tech|Shigan Quantum Tech Limited,,INE03KJ01013,208611,IIFL_SCRIPMASTER
SHILCTECH,BSE,531201.BO,Shilchar Technologies,SHILCTECH|Shilchar Technologies|Shilchar Technologies Limited,,INE024F01011,531201,IIFL_SCRIPMASTER
SHILGRAVQ,BSE,513709.BO,Shilp Gravures,SHILGRAVQ|Shilp Gravures|Shilp Gravures Limited,,INE960A01017,513709,IIFL_SCRIPMASTER
SHILPAMED,BSE,530549.BO,Shilpa Medicare,SHILPAMED|Shilpa Medicare|Shilpa Medicare Limited,,INE790G01031,530549,IIFL_SCRIPMASTER
SCI,BSE,523598.BO,Shipping of India,SCI|Shipping Corporation of India|Shipping of India,,INE109A01011,523598,IIFL_SCRIPMASTER
SCILAL,BSE,544142.BO,Shipping of India,SCILAL|Shipping Corporation of India|Shipping of India,,INE0PB301013,544142,IIFL_SCRIPMASTER
SHISHIND,BSE,540693.BO,Shish Industries,SHISHIND|Shish Industries|Shish Industries Limited,,INE145Y01023,540693,IIFL_SCRIPMASTER
SHIVAUM,BSE,206521.BO,Shiv Aum Steels,SHIVAUM|Shiv Aum Steels|Shiv Aum Steels Limited,,INE719F01016,206521,IIFL_SCRIPMASTER
SHIVACEM,BSE,532323.BO,Shiva Cement,SHIVACEM|Shiva Cement|Shiva Cement Limited,,INE555C01029,532323,IIFL_SCRIPMASTER
SHIVAAGRO,BSE,530433.BO,Shiva Global Agro Industries L,SHIVAAGRO|Shiva Global Agro Industries L,,INE960E01019,530433,IIFL_SCRIPMASTER
SHIVAEXPO,BSE,540072.BO,Shiva Granito Export,SHIVAEXPO|Shiva Granito Export|Shiva Granito Export Limited,,INE191V01015,540072,IIFL_SCRIPMASTER
SHIVATEX,BSE,511108.BO,Shiva Texyarn,SHIVATEX|Shiva Texyarn|Shiva Texyarn Limited,,INE705C01020,511108,IIFL_SCRIPMASTER
SHIVAGR,BSE,522237.BO,Shivagrico Implements,SHIVAGR|Shivagrico Implements|Shivagrico Implements Limited,,INE092H01014,522237,IIFL_SCRIPMASTER
SPCL,BSE,211716.BO,Shivalic Power Control L,SPCL|Shivalic Power Control L,,INE0T7B01010,211716,IIFL_SCRIPMASTER
SBCL,BSE,513097.BO,Shivalik Bimetal Controls,SBCL|Shivalik Bimetal Controls|Shivalik Bimetal Controls Limited,,INE386D01027,513097,IIFL_SCRIPMASTER
SHIVALIK,BSE,539148.BO,Shivalik Rasayan,SHIVALIK|Shivalik Rasayan|Shivalik Rasayan Limited,,INE788J01021,539148,IIFL_SCRIPMASTER
SHIVAM,BSE,544165.BO,Shivam Chemicals,SHIVAM|Shivam Chemicals|Shivam Chemicals Limited,,INE0SGR01013,544165,IIFL_SCRIPMASTER
SHIVASHRIT,BSE,213681.BO,Shivashrit Foods,SHIVASHRIT|Shivashrit Foods|Shivashrit Foods Limited,,INE1DLF01018,213681,IIFL_SCRIPMASTER
SHOPERSTOP,BSE,532638.BO,Shoppers Stop,SHOPERSTOP|Shoppers Stop|Shoppers Stop Limited,,INE498B01024,532638,IIFL_SCRIPMASTER
SHRADDHA,BSE,531771.BO,Shraddha Prime Projects,SHRADDHA|Shraddha Prime Projects|Shraddha Prime Projects Limited,,INE311M01018,531771,IIFL_SCRIPMASTER
SHRAAITECH,BSE,543976.BO,Shradha Ai Technologies Limite,SHRAAITECH|Shradha Ai Technologies Limite,,INE489B01031,543976,IIFL_SCRIPMASTER
SHRADHA-RE,BSE,213782.BO,Shradha Infraprojects,SHRADHA-RE|Shradha Infraprojects|Shradha Infraprojects Limited,,INE715Y20015,213782,IIFL_SCRIPMASTER
SHRADHA,BSE,212256.BO,Shradha Realty,SHRADHA|Shradha Realty|Shradha Realty Limited,,INE715Y01031,212256,IIFL_SCRIPMASTER
SAPPL,BSE,538795.BO,Shree Ajit Pulp and Paper,SAPPL|Shree Ajit Pulp and Paper|Shree Ajit Pulp and Paper Limited,,INE185C01017,538795,IIFL_SCRIPMASTER
SBFL,BSE,521131.BO,Shree Bhavya Fabrics,SBFL|Shree Bhavya Fabrics|Shree Bhavya Fabrics Limited,,INE363D01018,521131,IIFL_SCRIPMASTER
SHREECEM,BSE,500387.BO,Shree Cement,SHREECEM|Shree Cement|Shree Cement Limited,,INE070A01015,500387,IIFL_SCRIPMASTER
SHREDIGCEM,BSE,502180.BO,Shree Digvijay Cement Co.,SHREDIGCEM|Shree Digvijay Cement Co.|Shree Digvijay Cement Co.Limited,,INE232A01011,502180,IIFL_SCRIPMASTER
SHREEGANES,BSE,539470.BO,Shree Ganesh Biotech (India) L,SHREEGANES|Shree Ganesh Biotech (India) L,,INE051N01026,539470,IIFL_SCRIPMASTER
SHGANEL,BSE,530797.BO,Shree Ganesh Elastoplast,SHGANEL|Shree Ganesh Elastoplast|Shree Ganesh Elastoplast Limited,,INE400N01017,530797,IIFL_SCRIPMASTER
SGRL,BSE,540737.BO,Shree Ganesh Remedies,SGRL|Shree Ganesh Remedies|Shree Ganesh Remedies Limited,,INE414Y01015,540737,IIFL_SCRIPMASTER
SHHARICH,BSE,524336.BO,Shree Hari Chemicals Export Lt,SHHARICH|Shree Hari Chemicals Export Lt,,INE065E01017,524336,IIFL_SCRIPMASTER
SHREEKARNI,BSE,211257.BO,Shree Karni Fabcom,SHREEKARNI|Shree Karni Fabcom|Shree Karni Fabcom Limited,,INE0S4Y01010,211257,IIFL_SCRIPMASTER
SHKARTP,BSE,516106.BO,Shree Karthik Papers,SHKARTP|Shree Karthik Papers|Shree Karthik Papers Limited,,INE538D01015,516106,IIFL_SCRIPMASTER
SKPMIL,BSE,500388.BO,Shree Krishna Paper Mills & In,SKPMIL|Shree Krishna Paper Mills & In,,INE970C01012,500388,IIFL_SCRIPMASTER
SHRMFGC,BSE,503863.BO,Shree Manufacturing Co.,SHRMFGC|Shree Manufacturing Co.|Shree Manufacturing Co.Limited,,INE632A01012,503863,IIFL_SCRIPMASTER
SHREE,BSE,544083.BO,Shree Marutinandan Tubes Limit,SHREE|Shree Marutinandan Tubes Limit,,INE0QIS01011,544083,IIFL_SCRIPMASTER
SHREMETAL,BSE,531962.BO,Shree Metalloys,SHREMETAL|Shree Metalloys|Shree Metalloys Limited,,INE914B01012,531962,IIFL_SCRIPMASTER
SHREEOSFM,BSE,210924.BO,Shree Osfm E-Mobility,SHREEOSFM|Shree Osfm E-Mobility|Shree Osfm E-Mobility Limited,,INE02S501018,210924,IIFL_SCRIPMASTER
SHREEPAC,BSE,527005.BO,Shree Pacetronix,SHREEPAC|Shree Pacetronix|Shree Pacetronix Limited,,INE847D01010,527005,IIFL_SCRIPMASTER
SPSL,BSE,533110.BO,Shree Precoated Steels,SPSL|Shree Precoated Steels|Shree Precoated Steels Limited,,INE318K01025,533110,IIFL_SCRIPMASTER
SHREEPUSHK,BSE,539334.BO,Shree Pushkar Chemicals & Fert,SHREEPUSHK|Shree Pushkar Chemicals & Fert,,INE712K01011,539334,IIFL_SCRIPMASTER
SHRAJSYNQ,BSE,503837.BO,Shree Rajasthan Syntex,SHRAJSYNQ|Shree Rajasthan Syntex|Shree Rajasthan Syntex Limited,,INE796C01011,503837,IIFL_SCRIPMASTER
SRPL,BSE,210337.BO,Shree Ram Proteins,SRPL|Shree Ram Proteins|Shree Ram Proteins Limited,,INE008Z01020,210337,IIFL_SCRIPMASTER
SRTL,BSE,544716.BO,Shree Ram Twistex,SRTL|Shree Ram Twistex|Shree Ram Twistex Limited,,INE19GK01015,544716,IIFL_SCRIPMASTER
SHREERAMA,BSE,532310.BO,Shree Rama Multi-Tech,SHREERAMA|Shree Rama Multi-Tech|Shree Rama Multi-Tech Limited,,INE879A01019,532310,IIFL_SCRIPMASTER
RAMANEWS,BSE,500356.BO,Shree Rama Newsprint,RAMANEWS|Shree Rama Newsprint|Shree Rama Newsprint Limited,,INE278B01020,500356,IIFL_SCRIPMASTER
SHREEREF,BSE,544458.BO,Shree Refrigerations,SHREEREF|Shree Refrigerations|Shree Refrigerations Limited,,INE0FMZ01045,544458,IIFL_SCRIPMASTER
RENUKA,BSE,532670.BO,Shree Renuka Sugars,RENUKA|Shree Renuka Sugars|Shree Renuka Sugars Limited,,INE087H01022,532670,IIFL_SCRIPMASTER
SSWRL,BSE,513488.BO,Shree Steel Wire Ropes,SSWRL|Shree Steel Wire Ropes|Shree Steel Wire Ropes Limited,,INE387D01025,513488,IIFL_SCRIPMASTER
TIRUPATI,BSE,203793.BO,Shree Tirupati Balajee,Shree Tirupati Balajee|TIRUPATI,,INE238Y01018,203793,IIFL_SCRIPMASTER
BALAJEE,BSE,544249.BO,Shree Tirupati Balajee Agro Tr,BALAJEE|Shree Tirupati Balajee Agro Tr,,INE0S2G01011,544249,IIFL_SCRIPMASTER
SVLL,BSE,202807.BO,Shree Vasu Logistics,SVLL|Shree Vasu Logistics|Shree Vasu Logistics Limited,,INE00CE01017,202807,IIFL_SCRIPMASTER
SHETHJI,BSE,215284.BO,Shreeji Global Fmcg,SHETHJI|Shreeji Global Fmcg|Shreeji Global Fmcg Limited,,INE1FL101016,215284,IIFL_SCRIPMASTER
SHREEJISPG,BSE,544490.BO,Shreeji Shipping Global Limite,SHREEJISPG|Shreeji Shipping Global Limite,,INE1B6101010,544490,IIFL_SCRIPMASTER
STL,BSE,540738.BO,Shreeji Translogistics,STL|Shreeji Translogistics|Shreeji Translogistics Limited,,INE402Y01028,540738,IIFL_SCRIPMASTER
SHREENATH,BSE,544372.BO,Shreenath Paper Products Limit,SHREENATH|Shreenath Paper Products Limit,,INE0RXS01018,544372,IIFL_SCRIPMASTER
OSWALSEEDS,BSE,210546.BO,Shreeoswal S and Che,OSWALSEEDS|Shreeoswal S and Che|Shreeoswal S and Che Limited,,INE00IK01029,210546,IIFL_SCRIPMASTER
SHREESHAY,BSE,541112.BO,Shreeshay Engineers,SHREESHAY|Shreeshay Engineers|Shreeshay Engineers Limited,,INE452Z01012,541112,IIFL_SCRIPMASTER
SHVFL,BSE,532007.BO,Shreevatsaa Finance & Leasing,SHVFL|Shreevatsaa Finance & Leasing,,INE981C01019,532007,IIFL_SCRIPMASTER
SHRENIK,BSE,207416.BO,Shrenik,SHRENIK|Shrenik|Shrenik Limited,,INE632X01030,207416,IIFL_SCRIPMASTER
SHREYANIND,BSE,516016.BO,Shreyans Industries,SHREYANIND|Shreyans Industries|Shreyans Industries Limited,,INE231C01019,516016,IIFL_SCRIPMASTER
SHREYASI,BSE,526335.BO,Shreyas Intermediates,SHREYASI|Shreyas Intermediates|Shreyas Intermediates Limited,,INE115F01017,526335,IIFL_SCRIPMASTER
SHRIAHIMSA,BSE,213182.BO,Shri Ahimsa Naturals,SHRIAHIMSA|Shri Ahimsa Naturals|Shri Ahimsa Naturals Limited,,INE0DM401012,213182,IIFL_SCRIPMASTER
SHBAJRG,BSE,526981.BO,Shri Bajrang Alliance,SHBAJRG|Shri Bajrang Alliance|Shri Bajrang Alliance Limited,,INE402H01015,526981,IIFL_SCRIPMASTER
SBVCL,BSE,544074.BO,Shri Balaji Valve Components L,SBVCL|Shri Balaji Valve Components L,,INE0RNZ01014,544074,IIFL_SCRIPMASTER
SHRIDINE,BSE,503804.BO,Shri Dinesh Mills,SHRIDINE|Shri Dinesh Mills|Shri Dinesh Mills Limited,,INE204C01024,503804,IIFL_SCRIPMASTER
SHRIGANG,BSE,523309.BO,Shri Gang Industries and Allie,SHRIGANG|Shri Gang Industries and Allie,,INE241V01018,523309,IIFL_SCRIPMASTER
SHKSIL,BSE,213479.BO,Shri Hare-Kri Spo Iron L,SHKSIL|Shri Hare-Kri Spo Iron L,,INE0NON01025,213479,IIFL_SCRIPMASTER
SHRJAGP,BSE,512453.BO,Shri Jagdamba Polymers,SHRJAGP|Shri Jagdamba Polymers|Shri Jagdamba Polymers Limited,,INE564J01026,512453,IIFL_SCRIPMASTER
SHRIKANHA,BSE,215422.BO,Shri Kanha Stainless,SHRIKANHA|Shri Kanha Stainless|Shri Kanha Stainless Limited,,INE1V4601019,215422,IIFL_SCRIPMASTER
SKCIL,BSE,530977.BO,Shri Keshav Cements and Infra,SKCIL|Shri Keshav Cements and Infra,,INE260E01014,530977,IIFL_SCRIPMASTER
SHRIKRISH,BSE,531080.BO,Shri Krishna Devcon,SHRIKRISH|Shri Krishna Devcon|Shri Krishna Devcon Limited,,INE997I01012,531080,IIFL_SCRIPMASTER
SHRAJOI,BSE,530295.BO,Shri Rajivlochan Oil Extractio,SHRAJOI|Shri Rajivlochan Oil Extractio,,INE418K01015,530295,IIFL_SCRIPMASTER
SHRITECH,BSE,210530.BO,Shri Techtex,SHRITECH|Shri Techtex|Shri Techtex Limited,,INE0OMF01015,210530,IIFL_SCRIPMASTER
VASUPRADA,BSE,538092.BO,Shri Vasuprada Plantations Lim,Shri Vasuprada Plantations Lim|VASUPRADA,,INE574G01013,538092,IIFL_SCRIPMASTER
SHRINGARMS,BSE,544512.BO,Shringar House of Mangalsutra,SHRINGARMS|Shringar House of Mangalsutra,,INE1B3L01017,544512,IIFL_SCRIPMASTER
SRAMSET,BSE,531359.BO,Shriram Asset Management Co.Lt,SRAMSET|Shriram Asset Management Co.Lt,,INE777G01012,531359,IIFL_SCRIPMASTER
SHRIRAMFIN,BSE,511218.BO,Shriram Finance,SHRIRAMFIN|Shriram Finance|Shriram Finance Limited,,INE721A01047,511218,IIFL_SCRIPMASTER
SHRIPISTON,BSE,544344.BO,Shriram Pistons & Rings,SHRIPISTON|Shriram Pistons & Rings|Shriram Pistons & Rings Limited,,INE526E01018,544344,IIFL_SCRIPMASTER
SHRIRAMPPS,BSE,543419.BO,Shriram Properties,SHRIRAMPPS|Shriram Properties|Shriram Properties Limited,,INE217L01019,543419,IIFL_SCRIPMASTER
SHRISTI,BSE,511411.BO,Shristi Infrastructure Develop,SHRISTI|Shristi Infrastructure Develop,,INE472C01027,511411,IIFL_SCRIPMASTER
SHRYDUS,BSE,511493.BO,Shrydus Industries,SHRYDUS|Shrydus Industries|Shrydus Industries Limited,,INE488C01015,511493,IIFL_SCRIPMASTER
SHUBHAM,BSE,542019.BO,Shubham Polyspin,SHUBHAM|Shubham Polyspin|Shubham Polyspin Limited,,INE01J501010,542019,IIFL_SCRIPMASTER
SHUBHLAXMI,BSE,201806.BO,Shubhlaxmi Jewel Art,SHUBHLAXMI|Shubhlaxmi Jewel Art|Shubhlaxmi Jewel Art Limited,,INE01Z401013,201806,IIFL_SCRIPMASTER
SHUBHSHREE,BSE,211976.BO,Shubhshree Biofuels Ene L,SHUBHSHREE|Shubhshree Biofuels Ene L,,INE0UL701015,211976,IIFL_SCRIPMASTER
SHUKRAPHAR,BSE,524632.BO,Shukra Pharmaceuticals,SHUKRAPHAR|Shukra Pharmaceuticals|Shukra Pharmaceuticals Limited,,INE551C01044,524632,IIFL_SCRIPMASTER
SHYAMCENT,BSE,539252.BO,Shyam Century Ferrous,SHYAMCENT|Shyam Century Ferrous|Shyam Century Ferrous Limited,,INE979R01011,539252,IIFL_SCRIPMASTER
SHYAMDHANI,BSE,215512.BO,Shyam Dhani Industries L,SHYAMDHANI|Shyam Dhani Industries L,,INE1CRP01016,215512,IIFL_SCRIPMASTER
SHYAMMETL,BSE,543299.BO,Shyam Metalics and Energy Limi,SHYAMMETL|Shyam Metalics and Energy Limi,,INE810G01011,543299,IIFL_SCRIPMASTER
SHYMINV,BSE,505515.BO,Shyamkamal Investments,SHYMINV|Shyamkamal Investments|Shyamkamal Investments Limited,,INE203N01015,505515,IIFL_SCRIPMASTER
SICAPIT,BSE,530907.BO,Si Capital & Financial Service,SICAPIT|Si Capital & Financial Service,,INE417F01017,530907,IIFL_SCRIPMASTER
SIBARAUT,BSE,520141.BO,Sibar Auto Parts,SIBARAUT|Sibar Auto Parts|Sibar Auto Parts Limited,,INE441C01014,520141,IIFL_SCRIPMASTER
SICAGEN,BSE,533014.BO,Sicagen India,SICAGEN|Sicagen India|Sicagen India Limited,,INE176J01011,533014,IIFL_SCRIPMASTER
SIDDHA,BSE,530439.BO,Siddha Ventures,SIDDHA|Siddha Ventures|Siddha Ventures Limited,,INE140C01012,530439,IIFL_SCRIPMASTER
SIDDHEGA,BSE,526877.BO,Siddheswari Garments,SIDDHEGA|Siddheswari Garments|Siddheswari Garments Limited,,INE797C01019,526877,IIFL_SCRIPMASTER
SIDDHICOTS,BSE,213787.BO,Siddhi Cotspin,SIDDHICOTS|Siddhi Cotspin|Siddhi Cotspin Limited,,INE0SVO01019,213787,IIFL_SCRIPMASTER
SIDDHIKA,BSE,207819.BO,Siddhika Coatings,SIDDHIKA|Siddhika Coatings|Siddhika Coatings Limited,,INE0A1E01018,207819,IIFL_SCRIPMASTER
SIEMENS,BSE,500550.BO,Siemens,SIEMENS|Siemens|Siemens Limited,,INE003A01024,500550,IIFL_SCRIPMASTER
ENRIN,BSE,544390.BO,Siemens Energy India,ENRIN|Siemens Energy India|Siemens Energy India Limited,,INE1NPP01017,544390,IIFL_SCRIPMASTER
SIGMAADV,BSE,532408.BO,Sigma Advanced Systems,SIGMAADV|Sigma Advanced Systems|Sigma Advanced Systems Limited,,INE933B01012,532408,IIFL_SCRIPMASTER
SIGMA,BSE,543917.BO,Sigma Solve,SIGMA|Sigma Solve|Sigma Solve Limited,,INE0A0S01028,543917,IIFL_SCRIPMASTER
SIGNGCL,BSE,507663.BO,Signature Green Li,SIGNGCL|Signature Green Corporation Li|Signature Green Li,,INE131O01024,507663,IIFL_SCRIPMASTER
SIGNATURE,BSE,543990.BO,Signatureglobal (India) Limite,SIGNATURE|Signatureglobal (India) Limite,,INE903U01023,543990,IIFL_SCRIPMASTER
SIGIND,BSE,512131.BO,Signet Industries,SIGIND|Signet Industries|Signet Industries Limited,,INE529F01035,512131,IIFL_SCRIPMASTER
SIGNORIA,BSE,211283.BO,Signoria Creation,SIGNORIA|Signoria Creation|Signoria Creation Limited,,INE0RDE01010,211283,IIFL_SCRIPMASTER
SIGNPOST,BSE,544117.BO,Signpost India,SIGNPOST|Signpost India|Signpost India Limited,,INE0KGZ01021,544117,IIFL_SCRIPMASTER
SIHORA,BSE,544585.BO,Sihora Industries,SIHORA|Sihora Industries|Sihora Industries Limited,,INE0SFA01011,544585,IIFL_SCRIPMASTER
SIKA,BSE,523606.BO,Sika Interplant Systems,SIKA|Sika Interplant Systems|Sika Interplant Systems Limited,,INE438E01032,523606,IIFL_SCRIPMASTER
SIKKO,BSE,205751.BO,Sikko Industries,SIKKO|Sikko Industries|Sikko Industries Limited,,INE112X01025,205751,IIFL_SCRIPMASTER
SIKOZY,BSE,524642.BO,Sikozy Realtors,SIKOZY|Sikozy Realtors|Sikozy Realtors Limited,,INE528E01022,524642,IIFL_SCRIPMASTER
SILINV,BSE,521194.BO,Sil Investments,SILINV|Sil Investments|Sil Investments Limited,,INE923A01015,521194,IIFL_SCRIPMASTER
SILGO,BSE,205873.BO,Silgo Retail,SILGO|Silgo Retail|Silgo Retail Limited,,INE01II01013,205873,IIFL_SCRIPMASTER
SILGO-RE1,BSE,215571.BO,Silgo Retail,SILGO-RE1|Silgo Retail|Silgo Retail Limited,,INE01II20021,215571,IIFL_SCRIPMASTER
SILGOPP,BSE,215763.BO,Silgo Rs.5 Ppd Up,SILGOPP|Silgo Rs.5 Ppd Up,,IN901II01012,215763,IIFL_SCRIPMASTER
SILKFLEX,BSE,211568.BO,Silkflex Polymers India L,SILKFLEX|Silkflex Polymers India L,,INE0STN01015,211568,IIFL_SCRIPMASTER
SILKY,BSE,213508.BO,Silky Overseas,SILKY|Silky Overseas|Silky Overseas Limited,,INE0SN801015,213508,IIFL_SCRIPMASTER
SILLYMONKS,BSE,205181.BO,Silly Monks Entertain,SILLYMONKS|Silly Monks Entertain|Silly Monks Entertain Limited,,INE203Y01012,205181,IIFL_SCRIPMASTER
SILVOAK,BSE,531635.BO,Silver Oak (India),SILVOAK|Silver Oak (India)|Silver Oak (India) Limited,,INE870J01019,531635,IIFL_SCRIPMASTER
SILVERPRL,BSE,543536.BO,Silver Pearl Hospitality & Lux,SILVERPRL|Silver Pearl Hospitality & Lux,,INE0KXN01014,543536,IIFL_SCRIPMASTER
SILVERTUC,BSE,543525.BO,Silver Touch Technologies Limi,SILVERTUC|Silver Touch Technologies Limi,,INE625X01026,543525,IIFL_SCRIPMASTER
SILVERLINE,BSE,500389.BO,Silverline Technologies,SILVERLINE|Silverline Technologies|Silverline Technologies Limited,,INE368A01021,500389,IIFL_SCRIPMASTER
SIMBHSUGAR,BSE,507446.BO,Simbhaoli Sugars,SIMBHSUGAR|Simbhaoli Sugars|Simbhaoli Sugars Limited,,INE270C01017,507446,IIFL_SCRIPMASTER
SIMCA,BSE,216256.BO,Simca Advertising,SIMCA|Simca Advertising|Simca Advertising Limited,,INE1K4J01018,216256,IIFL_SCRIPMASTER
SIMPLEXCAS,BSE,513472.BO,Simplex Castings,SIMPLEXCAS|Simplex Castings|Simplex Castings Limited,,INE658D01011,513472,IIFL_SCRIPMASTER
SIMPLEXINF,BSE,523838.BO,Simplex Infrastructures,SIMPLEXINF|Simplex Infrastructures|Simplex Infrastructures Limited,,INE059B01024,523838,IIFL_SCRIPMASTER
SIMPLXPAP,BSE,533019.BO,Simplex Papers,SIMPLXPAP|Simplex Papers|Simplex Papers Limited,,INE456H01029,533019,IIFL_SCRIPMASTER
SIMPLXREA,BSE,503229.BO,Simplex Realty,SIMPLXREA|Simplex Realty|Simplex Realty Limited,,INE167H01014,503229,IIFL_SCRIPMASTER
SIMRAN,BSE,519566.BO,Simran Farms,SIMRAN|Simran Farms|Simran Farms Limited,,INE354D01017,519566,IIFL_SCRIPMASTER
SINCLAIR,BSE,523023.BO,Sinclairs Hotels,SINCLAIR|Sinclairs Hotels|Sinclairs Hotels Limited,,INE985A01022,523023,IIFL_SCRIPMASTER
SINDHUTRAD,BSE,532029.BO,Sindhu Trade Links,SINDHUTRAD|Sindhu Trade Links|Sindhu Trade Links Limited,,INE325D01025,532029,IIFL_SCRIPMASTER
SINGERIND,BSE,505729.BO,Singer India,SINGERIND|Singer India|Singer India Limited,,INE638A01035,505729,IIFL_SCRIPMASTER
SINTERCOM,BSE,200306.BO,Sintercom India,SINTERCOM|Sintercom India|Sintercom India Limited,,INE129Z01016,200306,IIFL_SCRIPMASTER
SSLEL,BSE,532879.BO,Sir Shadi Lal Enterprises,SSLEL|Sir Shadi Lal Enterprises|Sir Shadi Lal Enterprises Limited,,INE117H01019,532879,IIFL_SCRIPMASTER
SIRCA,BSE,543686.BO,Sirca Paints India,SIRCA|Sirca Paints India|Sirca Paints India Limited,,INE792Z01011,543686,IIFL_SCRIPMASTER
SIS,BSE,540673.BO,Sis,SIS|Sis|Sis Limited,,INE285J01028,540673,IIFL_SCRIPMASTER
SITAENT,BSE,512589.BO,Sita Enterprises,SITAENT|Sita Enterprises|Sita Enterprises Limited,,INE579D01019,512589,IIFL_SCRIPMASTER
SIYSIL,BSE,503811.BO,Siyaram Silk Mills,SIYSIL|Siyaram Silk Mills|Siyaram Silk Mills Limited,,INE076B01028,503811,IIFL_SCRIPMASTER
SJVN,BSE,533206.BO,Sjvn,SJVN|Sjvn|Sjvn Limited,,INE002L01015,533206,IIFL_SCRIPMASTER
SKFINDIA,BSE,500472.BO,Skf India,SKFINDIA|Skf India|Skf India Limited,,INE640A01023,500472,IIFL_SCRIPMASTER
SKFINDUS,BSE,544572.BO,Skf India (Industrial),SKFINDUS|Skf India (Industrial)|Skf India (Industrial) Limited,,INE2J8701016,544572,IIFL_SCRIPMASTER
SKIPPER,BSE,538562.BO,Skipper,SKIPPER|Skipper|Skipper Limited,,INE439E01022,538562,IIFL_SCRIPMASTER
